station,datetime,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,season,PM25_Category,year
Aotizhongxin,2013-03-23,52.75,88.66666666666667,29.708333333333332,57.625,1045.625,28.208333333333332,4.770833333333333,1008.5041666666666,-6.291666666666667,0.0,2.4125,Spring,Unhealthy (Sensitive),2013
Aotizhongxin,2013-03-24,18.541666666666668,37.625,12.208333333333334,35.5,358.3333333333333,53.596025,5.1125,1016.2583333333333,-12.9,0.0,2.6916666666666664,Spring,Moderate,2013
Aotizhongxin,2013-03-25,102.25,143.33333333333334,52.5,87.25,1133.2916666666667,29.528291666666664,5.15,1015.3000000000001,-5.375,0.0,1.9166666666666667,Spring,Unhealthy,2013
Aotizhongxin,2013-03-26,187.45833333333334,251.33333333333334,75.08333333333333,106.29166666666667,1782.9791666666667,12.020658333333332,6.8,1007.5666666666666,-0.7958333333333334,0.0,1.6624999999999999,Spring,Very Unhealthy,2013
Aotizhongxin,2013-03-27,91.625,122.91666666666667,20.041666666666668,42.958333333333336,856.1666666666666,41.733558333333335,10.879166666666668,1005.1583333333333,-4.570833333333334,0.0,2.845833333333333,Spring,Unhealthy,2013
Aotizhongxin,2013-03-28,28.333333333333332,54.791666666666664,12.666666666666666,39.833333333333336,595.7916666666666,57.916666666666664,7.879166666666666,1015.5666666666666,-10.241666666666667,0.0,2.225,Spring,Moderate,2013
Aotizhongxin,2013-03-29,87.875,140.41666666666666,47.166666666666664,88.5,1628.9166666666667,16.918975,6.208333333333333,1016.2791666666667,-5.3,0.0,1.570833333333333,Spring,Unhealthy,2013
Aotizhongxin,2013-03-30,79.54166666666667,111.16666666666667,62.083333333333336,68.20833333333333,1666.4583333333333,33.666666666666664,6.45,1016.8208333333333,-2.529166666666667,0.0,1.7375,Spring,Unhealthy,2013
Aotizhongxin,2013-03-31,174.25,194.0,14.625,72.66666666666667,1333.0,3.0,5.570833333333333,1013.1166666666667,2.475,0.0,1.4958333333333333,Spring,Very Unhealthy,2013
Aotizhongxin,2013-04-01,94.91666666666667,112.58333333333333,17.125,39.083333333333336,1208.1666666666667,51.041666666666664,10.458333333333334,1011.7041666666668,-4.6875,0.0,3.0708333333333333,Spring,Unhealthy,2013
Aotizhongxin,2013-04-02,99.58333333333333,140.54166666666666,40.0,68.95833333333333,1320.7083333333333,53.33594166666666,10.0375,1011.4083333333333,-1.4958333333333333,0.0,1.9166666666666667,Spring,Unhealthy,2013
Aotizhongxin,2013-04-03,124.16666666666667,204.58333333333334,50.75,87.70833333333333,1454.0416666666667,46.0,11.916666666666666,1006.7541666666666,0.029166666666666664,0.0,1.8291666666666666,Spring,Unhealthy,2013
Aotizhongxin,2013-04-04,66.66666666666667,110.75,62.125,84.58333333333333,2278.8333333333335,19.083333333333332,7.758333333333333,1009.1208333333334,-0.09166666666666672,8.2,1.5541666666666665,Spring,Unhealthy,2013
Aotizhongxin,2013-04-05,54.666666666666664,49.583333333333336,12.041666666666666,41.083333333333336,1179.0416666666667,37.291666666666664,8.520833333333334,1013.2833333333333,-0.5125000000000001,2.4,2.4458333333333333,Spring,Unhealthy (Sensitive),2013
Aotizhongxin,2013-04-06,11.0,23.083333333333332,7.708333333333333,27.041666666666668,458.3333333333333,58.791666666666664,8.558333333333334,1010.8375,-6.8625,0.0,1.8666666666666665,Spring,Good,2013
Aotizhongxin,2013-04-07,79.25,126.83333333333333,41.666666666666664,71.875,1254.0833333333333,32.708333333333336,8.845833333333333,1002.3958333333334,-0.6083333333333333,0.0,1.6708333333333334,Spring,Unhealthy,2013
Aotizhongxin,2013-04-08,25.833333333333332,123.83333333333333,7.625,21.375,450.0,67.54166666666667,9.020833333333334,1007.1958333333333,-10.904166666666667,0.0,4.725,Spring,Moderate,2013
Aotizhongxin,2013-04-09,11.791666666666666,28.916666666666668,5.708333333333333,14.416666666666666,408.3333333333333,76.45833333333333,8.049999999999999,1014.6041666666666,-9.129166666666666,0.0,3.9625,Spring,Good,2013
Aotizhongxin,2013-04-10,12.75,30.0,6.583333333333333,32.458333333333336,500.0,57.32035833333333,7.7749999999999995,1014.0333333333333,-8.325000000000001,0.0,2.595833333333333,Spring,Moderate,2013
Aotizhongxin,2013-04-11,22.916666666666668,63.708333333333336,10.636866666666666,61.52594166666666,733.3333333333334,39.76418333333333,9.7875,1012.8083333333334,-7.933333333333334,0.0,2.1458333333333335,Spring,Moderate,2013
Aotizhongxin,2013-04-12,53.833333333333336,135.04166666666666,23.48183333333333,87.80354583333333,797.9166666666666,26.348533333333336,14.737499999999999,1006.7875,-2.1958333333333333,0.0,1.9916666666666665,Spring,Unhealthy (Sensitive),2013
Aotizhongxin,2013-04-13,61.583333333333336,136.79166666666666,27.208333333333332,53.5,754.1666666666666,40.958333333333336,17.379166666666666,999.0958333333333,0.1333333333333333,0.0,3.0749999999999997,Spring,Unhealthy,2013
Aotizhongxin,2013-04-14,34.875,109.375,13.875,41.5,637.5,58.958333333333336,11.9375,1004.5541666666667,-2.829166666666666,0.0,2.3958333333333335,Spring,Moderate,2013
Aotizhongxin,2013-04-15,74.70833333333333,181.95833333333334,50.541666666666664,74.29166666666667,1399.8333333333333,44.541666666666664,12.720833333333333,997.7291666666666,1.3666666666666665,0.0,1.7791666666666668,Spring,Unhealthy,2013
Aotizhongxin,2013-04-16,57.041666666666664,161.08333333333334,33.333333333333336,45.791666666666664,979.0833333333334,62.125,14.529166666666667,1001.2083333333334,0.5875,0.0,2.3833333333333333,Spring,Unhealthy,2013
Aotizhongxin,2013-04-17,47.958333333333336,90.375,20.875,52.708333333333336,683.3333333333334,57.291666666666664,12.358333333333334,1005.9125,-1.0958333333333334,0.0,2.095833333333333,Spring,Unhealthy (Sensitive),2013
Aotizhongxin,2013-04-18,11.041666666666666,42.416666666666664,4.4285,28.932125,350.0,66.69204166666667,11.020833333333334,1017.2041666666668,-11.616666666666667,0.0,2.5208333333333335,Spring,Good,2013
Aotizhongxin,2013-04-19,49.583333333333336,86.95833333333333,20.708333333333332,56.416666666666664,758.3333333333334,36.291666666666664,6.195833333333333,1018.6583333333333,-1.2458333333333333,0.30000000000000004,2.704166666666667,Spring,Unhealthy (Sensitive),2013
Aotizhongxin,2013-04-20,69.58333333333333,83.625,11.125,55.125,691.6666666666666,45.916666666666664,8.920833333333333,1015.3583333333332,0.7624999999999998,0.0,2.0791666666666666,Spring,Unhealthy,2013
Aotizhongxin,2013-04-21,127.04166666666667,159.625,28.9577,71.17055,1033.2916666666667,52.992250000000006,11.870833333333332,1012.3625000000001,3.295833333333333,0.0,2.2916666666666665,Spring,Unhealthy,2013
Aotizhongxin,2013-04-22,172.70833333333334,183.375,46.61233333333333,66.92082916666666,1166.625,38.458333333333336,12.283333333333333,1008.3333333333334,6.233333333333333,0.0,1.7,Spring,Very Unhealthy,2013
Aotizhongxin,2013-04-23,183.83333333333334,191.79166666666666,28.083333333333332,62.25,1195.75,16.0,11.7875,1005.6999999999999,7.670833333333333,0.0,1.3583333333333334,Spring,Very Unhealthy,2013
Aotizhongxin,2013-04-24,89.04166666666667,116.79166666666667,14.791666666666666,39.583333333333336,887.4583333333334,36.791666666666664,15.358333333333334,1005.2041666666668,2.2583333333333333,0.0,1.9291666666666665,Spring,Unhealthy,2013
Aotizhongxin,2013-04-25,12.166666666666666,39.083333333333336,5.708333333333333,39.208333333333336,425.0,50.5,14.9125,1007.4791666666666,-3.283333333333333,0.0,2.3000000000000003,Spring,Moderate,2013
Aotizhongxin,2013-04-26,65.125,150.04166666666666,36.208333333333336,77.58333333333333,1033.2916666666667,45.583333333333336,16.1875,1004.4499999999999,2.2041666666666666,0.0,1.3416666666666668,Spring,Unhealthy,2013
Aotizhongxin,2013-04-27,64.5,128.5,45.96963333333333,68.39655,1070.8333333333333,74.40378333333334,17.804166666666667,1005.2333333333332,3.7125,0.0,1.4375,Spring,Unhealthy,2013
Aotizhongxin,2013-04-28,71.95833333333333,118.91666666666667,55.0,60.291666666666664,1616.4583333333333,74.16666666666667,16.254166666666666,1004.7708333333334,4.391666666666667,0.0,1.2874999999999999,Spring,Unhealthy,2013
Aotizhongxin,2013-04-29,14.625,61.5,6.916666666666667,24.125,356.25,79.73664166666667,20.116666666666667,1006.4499999999999,-2.975,0.0,2.254166666666667,Spring,Moderate,2013
Aotizhongxin,2013-04-30,17.791666666666668,54.458333333333336,7.5,43.5,379.1666666666667,65.04166666666667,20.716666666666665,1008.2708333333334,-3.4625,0.0,1.5833333333333333,Spring,Moderate,2013
Aotizhongxin,2013-05-01,35.125,91.25,20.5,47.875,566.6666666666666,85.41666666666667,17.404166666666665,1009.4708333333333,2.4499999999999997,0.0,1.9541666666666666,Spring,Unhealthy (Sensitive),2013
Aotizhongxin,2013-05-02,79.125,127.375,44.291666666666664,64.08333333333333,999.9166666666666,77.08333333333333,19.229166666666668,1006.3166666666666,5.170833333333333,0.0,1.75,Spring,Unhealthy,2013
Aotizhongxin,2013-05-03,85.16666666666667,75.66666666666667,27.375,30.375,670.8333333333334,104.58333333333333,18.129166666666666,1011.1916666666666,7.233333333333333,0.0,2.0791666666666666,Spring,Unhealthy,2013
Aotizhongxin,2013-05-04,101.95833333333333,121.41666666666667,29.541666666666668,37.208333333333336,637.5,92.54166666666667,18.779166666666665,1010.7708333333334,8.933333333333334,0.0,1.8625,Spring,Unhealthy,2013
Aotizhongxin,2013-05-05,197.41666666666666,241.875,47.541666666666664,72.16666666666667,1366.625,78.375,20.587500000000002,1010.6,11.991666666666667,0.0,1.4333333333333333,Spring,Very Unhealthy,2013
Aotizhongxin,2013-05-06,221.375,253.79166666666666,34.833333333333336,50.25,1424.9583333333333,111.06785,22.933333333333334,1008.6791666666667,13.174999999999999,0.0,1.5250000000000001,Spring,Very Unhealthy,2013
Aotizhongxin,2013-05-07,178.66666666666666,230.75,51.791666666666664,85.79166666666667,1404.0833333333333,92.375,23.241666666666664,1009.1999999999999,12.433333333333332,0.0,1.4583333333333333,Spring,Very Unhealthy,2013
Aotizhongxin,2013-05-08,130.04166666666666,160.08333333333334,73.125,65.04166666666667,1399.9166666666667,76.55560833333332,20.070833333333333,1008.2291666666666,12.65,0.7,1.6208333333333333,Spring,Unhealthy,2013
Aotizhongxin,2013-05-09,52.0,68.16666666666667,21.833333333333332,62.875,504.1666666666667,44.416666666666664,17.6875,1004.0124999999999,12.049999999999999,0.0,1.0916666666666666,Spring,Unhealthy (Sensitive),2013
Aotizhongxin,2013-05-10,50.958333333333336,98.79166666666667,16.583333333333332,59.5,545.8333333333334,57.083333333333336,21.383333333333336,996.0833333333334,4.891666666666667,0.0,2.3291666666666666,Spring,Unhealthy (Sensitive),2013
Aotizhongxin,2013-05-11,43.083333333333336,133.16666666666666,20.666666666666668,71.16666666666667,531.25,44.12139166666666,22.795833333333334,990.0333333333333,3.0541666666666667,0.0,1.7041666666666666,Spring,Unhealthy (Sensitive),2013
Aotizhongxin,2013-05-12,36.0,105.70833333333333,22.916666666666668,63.416666666666664,520.8333333333334,57.791666666666664,22.233333333333334,994.4916666666667,1.5374999999999999,0.0,1.3833333333333335,Spring,Unhealthy (Sensitive),2013
Aotizhongxin,2013-05-13,85.83333333333333,181.91666666666666,69.79166666666667,87.58333333333333,1595.625,69.29166666666667,21.1125,996.7916666666666,6.604166666666667,0.0,1.3875,Spring,Unhealthy,2013
Aotizhongxin,2013-05-14,49.083333333333336,121.0,20.791666666666668,50.458333333333336,687.4166666666666,80.04166666666667,23.037499999999998,1002.5375,5.991666666666667,0.0,1.8333333333333333,Spring,Unhealthy (Sensitive),2013
Aotizhongxin,2013-05-15,63.208333333333336,161.0,64.79166666666667,65.70833333333333,1383.25,95.95833333333333,21.991666666666664,1010.4416666666666,8.341666666666667,0.0,1.4875,Spring,Unhealthy,2013
Aotizhongxin,2013-05-16,121.0,118.08333333333333,34.416666666666664,61.458333333333336,860.375,88.06925,21.204166666666666,1010.975,11.158333333333333,0.0,1.6041666666666667,Spring,Unhealthy,2013
Aotizhongxin,2013-05-17,105.33333333333333,138.91666666666666,33.5,53.333333333333336,1233.125,89.0,20.787499999999998,1005.9375,13.429166666666667,0.0,1.55,Spring,Unhealthy,2013
Aotizhongxin,2013-05-18,119.54166666666667,154.79166666666666,20.833333333333332,52.541666666666664,1104.0416666666667,68.70833333333333,20.733333333333334,1000.4916666666667,15.1875,0.0,2.2666666666666666,Spring,Unhealthy,2013
Aotizhongxin,2013-05-19,56.208333333333336,172.29166666666666,11.458333333333334,26.333333333333332,512.5,58.430958333333336,20.620833333333334,995.0958333333333,4.983333333333333,0.0,3.0749999999999997,Spring,Unhealthy,2013
Aotizhongxin,2013-05-20,38.958333333333336,145.45833333333334,21.0,50.25,441.6666666666667,71.60440833333332,20.833333333333332,995.0124999999999,3.3208333333333333,0.0,3.25,Spring,Unhealthy (Sensitive),2013
Aotizhongxin,2013-05-21,97.08333333333333,238.75,44.708333333333336,78.58333333333333,1212.3958333333333,97.04001666666666,22.204166666666666,994.0208333333334,11.504166666666668,0.0,1.3916666666666666,Spring,Unhealthy,2013
Aotizhongxin,2013-05-22,59.708333333333336,141.54166666666666,42.666666666666664,76.5,1212.2916666666667,84.50871666666667,22.208333333333332,1004.9166666666666,9.933333333333334,0.0,1.1666666666666667,Spring,Unhealthy,2013
Aotizhongxin,2013-05-23,62.416666666666664,139.25,36.083333333333336,96.04166666666667,1133.2916666666667,74.37205833333333,22.65833333333333,1004.6041666666666,10.866666666666667,0.0,1.0250000000000001,Spring,Unhealthy,2013
Aotizhongxin,2013-05-24,103.95833333333333,177.25,20.708333333333332,75.29166666666667,1462.4166666666667,56.625,23.766666666666666,1006.3666666666667,13.854166666666666,0.0,1.3791666666666667,Spring,Unhealthy,2013
Aotizhongxin,2013-05-25,59.791666666666664,121.20833333333333,31.041666666666668,62.458333333333336,879.1666666666666,87.41666666666667,24.349999999999998,1004.9041666666667,14.095833333333333,0.0,1.3666666666666665,Spring,Unhealthy,2013
Aotizhongxin,2013-05-26,97.33333333333333,118.58333333333333,12.0,55.625,1366.4583333333333,19.375,21.0375,1003.2291666666666,17.391666666666666,0.6,1.3375000000000001,Spring,Unhealthy,2013
Aotizhongxin,2013-05-27,67.29166666666667,83.0,7.166666666666667,53.625,785.4166666666666,37.858558333333335,18.770833333333332,1002.1208333333334,16.420833333333334,2.6,1.0958333333333334,Spring,Unhealthy,2013
Aotizhongxin,2013-05-28,70.41666666666667,87.125,3.375,70.08333333333333,929.125,18.333333333333332,19.641666666666666,1000.1125000000001,16.154166666666665,1.9,1.7249999999999999,Spring,Unhealthy,2013
Aotizhongxin,2013-05-29,15.125,57.958333333333336,5.375,31.5,275.0,76.66666666666667,23.995833333333334,1003.8666666666667,4.2749999999999995,0.0,2.6125000000000003,Spring,Moderate,2013
Aotizhongxin,2013-05-30,55.166666666666664,139.45833333333334,20.75,81.54166666666667,633.3333333333334,98.08560833333333,24.90833333333333,1000.5124999999999,8.758333333333333,0.0,2.4499999999999997,Spring,Unhealthy,2013
Aotizhongxin,2013-05-31,94.70833333333333,158.5,32.25,52.833333333333336,816.6666666666666,128.26715833333333,24.2625,997.0124999999999,15.6625,0.0,1.7583333333333335,Spring,Unhealthy,2013
Aotizhongxin,2013-06-01,69.95833333333333,123.0,9.25,61.041666666666664,570.8333333333334,78.25,24.675,1000.9541666666668,9.8375,0.0,1.3,Summer,Unhealthy,2013
Aotizhongxin,2013-06-02,153.70833333333334,183.875,15.375,67.70833333333333,1545.75,72.33333333333333,21.958333333333332,999.1875,16.45,0.0,1.1291666666666667,Summer,Very Unhealthy,2013
Aotizhongxin,2013-06-03,118.45833333333333,156.20833333333334,14.541666666666666,78.75,1266.5833333333333,111.41666666666667,24.991666666666664,999.3791666666666,15.933333333333332,0.0,1.0583333333333333,Summer,Unhealthy,2013
Aotizhongxin,2013-06-04,123.33333333333333,166.83333333333334,13.0,88.58333333333333,1670.6666666666667,59.875,20.566666666666666,1006.1750000000001,16.979166666666668,14.0,1.3416666666666668,Summer,Unhealthy,2013
Aotizhongxin,2013-06-05,122.79166666666667,118.0,3.0,55.541666666666664,1537.2916666666667,22.166666666666668,18.95,1006.4583333333334,18.125,7.0,0.9249999999999999,Summer,Unhealthy,2013
Aotizhongxin,2013-06-06,126.79166666666667,136.95833333333334,3.75,58.541666666666664,2270.375,11.208333333333334,19.2375,1004.7666666666668,18.245833333333334,0.30000000000000004,0.9,Summer,Unhealthy,2013
Aotizhongxin,2013-06-07,122.83333333333333,131.54166666666666,5.791666666666667,67.875,2253.7083333333335,5.833333333333333,20.129166666666666,1003.0291666666667,19.129166666666666,18.7,0.9166666666666666,Summer,Unhealthy,2013
Aotizhongxin,2013-06-08,169.91666666666666,197.29166666666666,7.458333333333333,81.16666666666667,2528.9166666666665,7.666666666666667,19.870833333333334,1002.2291666666666,19.3875,2.0,0.8875000000000001,Summer,Very Unhealthy,2013
Aotizhongxin,2013-06-09,47.875,54.666666666666664,5.726133333333333,65.57535,970.75,22.120841666666667,17.804166666666667,1005.0749999999999,17.120833333333334,13.5,1.4749999999999999,Summer,Unhealthy (Sensitive),2013
Aotizhongxin,2013-06-10,23.458333333333332,36.416666666666664,5.125,70.08333333333333,537.5,42.208333333333336,20.591666666666665,1006.9291666666667,15.229166666666666,0.1,0.9916666666666667,Summer,Moderate,2013
Aotizhongxin,2013-06-11,62.458333333333336,88.95833333333333,5.75,88.25,545.8333333333334,58.916666666666664,20.916666666666668,1002.9208333333332,15.404166666666667,7.4,1.4291666666666665,Summer,Unhealthy,2013
Aotizhongxin,2013-06-12,60.125,71.70833333333333,13.833333333333334,69.08333333333333,824.9583333333334,106.29166666666667,21.34583333333333,1002.3333333333334,15.358333333333334,0.1,1.3958333333333333,Summer,Unhealthy,2013
Aotizhongxin,2013-06-13,112.70833333333333,139.375,32.291666666666664,84.58333333333333,1199.7916666666667,129.625,23.97083333333333,1002.7541666666666,16.5625,0.0,1.4541666666666666,Summer,Unhealthy,2013
Aotizhongxin,2013-06-14,109.95833333333333,160.25,33.875,78.95833333333333,804.1666666666666,154.83333333333334,26.2,1002.4208333333332,14.2875,0.0,1.9666666666666668,Summer,Unhealthy,2013
Aotizhongxin,2013-06-15,126.58333333333333,186.75,37.833333333333336,106.0,1416.5,100.04166666666667,25.400000000000002,1001.5291666666667,16.6125,0.0,1.1083333333333334,Summer,Unhealthy,2013
Aotizhongxin,2013-06-16,172.83333333333334,184.08333333333334,36.875,91.08333333333333,1808.0833333333333,39.833333333333336,22.366666666666664,998.2666666666668,19.066666666666666,1.0,1.2666666666666666,Summer,Very Unhealthy,2013
Aotizhongxin,2013-06-17,43.583333333333336,57.333333333333336,8.5,56.0,562.4583333333334,86.125,25.866666666666664,996.0500000000001,17.654166666666665,0.0,1.3375000000000001,Summer,Unhealthy (Sensitive),2013
Aotizhongxin,2013-06-18,48.125,99.29166666666667,14.416666666666666,90.875,637.5,79.95833333333333,27.120833333333334,992.2375000000001,17.466666666666665,0.0,1.5083333333333335,Summer,Unhealthy (Sensitive),2013
Aotizhongxin,2013-06-19,52.416666666666664,84.66666666666667,19.201766666666668,59.5018,808.1666666666666,111.97550833333334,28.4875,997.1291666666666,17.170833333333334,0.0,1.1166666666666667,Summer,Unhealthy (Sensitive),2013
Aotizhongxin,2013-06-20,56.208333333333336,92.875,20.773133333333334,97.4875125,1245.6666666666667,58.9321,25.849999999999998,1001.8208333333333,19.575,0.0,0.8541666666666666,Summer,Unhealthy,2013
Aotizhongxin,2013-06-21,50.916666666666664,102.08333333333333,13.1376,81.452775,874.875,72.43128333333333,25.395833333333332,1003.8208333333333,18.916666666666668,0.0,1.7874999999999999,Summer,Unhealthy (Sensitive),2013
Aotizhongxin,2013-06-22,50.041666666666664,64.16666666666667,3.6176999999999997,60.807700000000004,658.3333333333334,34.211774999999996,21.229166666666668,1002.875,19.483333333333334,5.7,1.1833333333333333,Summer,Unhealthy (Sensitive),2013
Aotizhongxin,2013-06-23,57.0,62.708333333333336,8.7822,63.42059166666667,933.1666666666666,106.63850000000001,25.708333333333332,998.2583333333333,18.045833333333334,0.0,1.4083333333333332,Summer,Unhealthy,2013
Aotizhongxin,2013-06-24,109.625,126.83333333333333,8.6989,60.14434583333334,1333.2083333333333,116.5605,24.454166666666666,996.7624999999999,20.316666666666666,5.3,1.2958333333333334,Summer,Unhealthy,2013
Aotizhongxin,2013-06-25,116.5,112.375,13.774633333333334,59.60124583333334,1749.875,39.678733333333334,21.96666666666667,994.85,20.754166666666666,1.1,1.0875000000000001,Summer,Unhealthy,2013
Aotizhongxin,2013-06-26,146.04166666666666,148.54166666666666,9.8473,59.579770833333335,1653.9583333333333,101.26966666666665,26.03333333333333,991.5958333333333,21.545833333333334,0.0,1.5374999999999999,Summer,Unhealthy,2013
Aotizhongxin,2013-06-27,84.54166666666667,111.0,11.935699999999999,68.81827083333333,783.3333333333334,112.50684166666667,27.816666666666666,992.5583333333334,19.270833333333332,0.0,1.5541666666666665,Summer,Unhealthy,2013
Aotizhongxin,2013-06-28,318.0,329.4583333333333,31.515333333333334,77.28908333333334,2457.875,58.46196666666666,25.204166666666666,995.5749999999999,22.016666666666666,17.0,1.125,Summer,Hazardous,2013
Aotizhongxin,2013-06-29,101.83333333333333,106.79166666666667,10.291666666666666,61.333333333333336,1503.9166666666667,40.333333333333336,22.691666666666666,998.8625000000001,21.233333333333334,0.9,1.0583333333333333,Summer,Unhealthy,2013
Aotizhongxin,2013-06-30,221.54166666666666,227.45833333333334,18.916666666666668,70.54166666666667,2437.125,29.0,24.78333333333333,998.1625,23.09166666666667,0.0,0.7999999999999999,Summer,Very Unhealthy,2013
Aotizhongxin,2013-07-01,174.91666666666666,144.95833333333334,18.90393333333333,72.6846625,2076.8333333333335,6.169125,24.849999999999998,993.4625,23.320833333333336,39.0,1.375,Summer,Very Unhealthy,2013
Aotizhongxin,2013-07-02,13.791666666666666,28.083333333333332,4.708333333333333,43.958333333333336,374.9583333333333,75.29166666666667,28.625,989.9875000000001,18.358333333333334,10.2,2.029166666666667,Summer,Moderate,2013
Aotizhongxin,2013-07-03,26.916666666666668,80.5,8.416666666666666,72.29166666666667,504.1666666666667,61.666666666666664,29.254166666666666,990.0458333333332,20.204166666666666,0.0,0.9166666666666666,Summer,Moderate,2013
Aotizhongxin,2013-07-04,21.666666666666668,64.45833333333333,6.666666666666667,57.291666666666664,404.1666666666667,69.08333333333333,27.741666666666664,988.9083333333333,19.05,3.3000000000000003,1.0958333333333334,Summer,Moderate,2013
Aotizhongxin,2013-07-05,19.791666666666668,47.625,5.416666666666667,45.916666666666664,350.0,85.70833333333333,29.016666666666666,992.7041666666668,18.970833333333335,0.0,1.6541666666666668,Summer,Moderate,2013
Aotizhongxin,2013-07-06,57.125,134.66666666666666,13.708333333333334,59.208333333333336,766.6666666666666,124.54166666666667,28.933333333333334,995.4583333333334,20.291666666666668,8.8,2.1999999999999997,Summer,Unhealthy,2013
